year,round,circuit,driver,constructor,quali_position
2008,2,sepang,kovalainen,mclaren,3
2008,2,sepang,hamilton,mclaren,4
2008,2,sepang,trulli,toyota,5
2008,2,sepang,kubica,bmw_sauber,6
2008,2,sepang,heidfeld,bmw_sauber,7
2008,2,sepang,webber,red_bull,8
2008,2,sepang,alonso,renault,9
2008,2,sepang,glock,toyota,10
2008,2,sepang,button,honda,11
2008,2,sepang,coulthard,red_bull,12
2008,2,sepang,piquet_jr,renault,13
2008,2,sepang,barrichello,honda,14
2008,2,sepang,vettel,toro_rosso,15
2008,2,sepang,rosberg,williams,16
2008,2,sepang,fisichella,force_india,17
2008,2,sepang,nakajima,williams,18
2008,2,sepang,bourdais,toro_rosso,19
2008,2,sepang,sato,super_aguri,20
2008,2,sepang,sutil,force_india,21
2008,2,sepang,davidson,super_aguri,22
2008,3,bahrain,kubica,bmw_sauber,1
2008,3,bahrain,massa,ferrari,2
2008,3,bahrain,hamilton,mclaren,3
2008,3,bahrain,raikkonen,ferrari,4
2008,3,bahrain,kovalainen,mclaren,5
2008,3,bahrain,heidfeld,bmw_sauber,6
2008,3,bahrain,trulli,toyota,7
2008,3,bahrain,rosberg,williams,8
2008,3,bahrain,button,honda,9
2008,3,bahrain,alonso,renault,10
2008,3,bahrain,webber,red_bull,11
2008,3,bahrain,barrichello,honda,12
2008,3,bahrain,glock,toyota,13
2008,3,bahrain,piquet_jr,renault,14
2008,3,bahrain,bourdais,toro_rosso,15
2008,3,bahrain,nakajima,williams,16
2008,3,bahrain,coulthard,red_bull,17
2008,3,bahrain,fisichella,force_india,18
2008,3,bahrain,vettel,toro_rosso,19
2008,3,bahrain,sutil,force_india,20
2008,3,bahrain,davidson,super_aguri,21
2008,3,bahrain,sato,super_aguri,22
2008,4,catalunya,raikkonen,ferrari,1
2008,4,catalunya,alonso,renault,2
2008,4,catalunya,massa,ferrari,3
2008,4,catalunya,kubica,bmw_sauber,4
2008,4,catalunya,hamilton,mclaren,5
2008,4,catalunya,kovalainen,mclaren,6
2008,4,catalunya,webber,red_bull,7
2008,4,catalunya,trulli,toyota,8
2008,4,catalunya,heidfeld,bmw_sauber,9
2008,4,catalunya,piquet_jr,renault,10
2008,4,catalunya,barrichello,honda,11
2008,4,catalunya,nakajima,williams,12
2008,4,catalunya,button,honda,13
2008,4,catalunya,glock,toyota,14
2008,4,catalunya,rosberg,williams,15
2008,4,catalunya,bourdais,toro_rosso,16
2008,4,catalunya,coulthard,red_bull,17
2008,4,catalunya,vettel,toro_rosso,18
2008,4,catalunya,fisichella,force_india,19
2008,4,catalunya,sutil,force_india,20
2008,4,catalunya,davidson,super_aguri,21
2008,4,catalunya,sato,super_aguri,22
2008,5,istanbul,massa,ferrari,1
2008,5,istanbul,kovalainen,mclaren,2
2008,5,istanbul,hamilton,mclaren,3
2008,5,istanbul,raikkonen,ferrari,4
2008,5,istanbul,kubica,bmw_sauber,5
2008,5,istanbul,webber,red_bull,6
2008,5,istanbul,alonso,renault,7
2008,5,istanbul,trulli,toyota,8
2008,5,istanbul,heidfeld,bmw_sauber,9
2008,5,istanbul,coulthard,red_bull,10
2008,5,istanbul,rosberg,williams,11
2008,5,istanbul,barrichello,honda,12
2009,1,albert_park,button,brawn,1
2009,1,albert_park,barrichello,brawn,2
2009,1,albert_park,vettel,red_bull,3
2009,1,albert_park,kubica,bmw_sauber,4
2009,1,albert_park,rosberg,williams,5
2009,1,albert_park,glock,toyota,6
2009,1,albert_park,massa,ferrari,7
2009,1,albert_park,trulli,toyota,8
2009,1,albert_park,raikkonen,ferrari,9
2009,1,albert_park,webber,red_bull,10
2009,1,albert_park,heidfeld,bmw_sauber,11
2009,1,albert_park,alonso,renault,12
2009,1,albert_park,nakajima,williams,13
2009,1,albert_park,kovalainen,mclaren,14
2009,1,albert_park,hamilton,mclaren,15
2009,1,albert_park,buemi,toro_rosso,16
2009,1,albert_park,piquet_jr,renault,17
2009,1,albert_park,fisichella,force_india,18
2009,1,albert_park,sutil,force_india,19
2009,1,albert_park,bourdais,toro_rosso,20
2009,2,sepang,button,brawn,1
2009,2,sepang,trulli,toyota,2
2009,2,sepang,vettel,red_bull,3
2009,2,sepang,barrichello,brawn,4
2009,2,sepang,glock,toyota,5
2009,2,sepang,rosberg,williams,6
2009,2,sepang,webber,red_bull,7
2009,2,sepang,kubica,bmw_sauber,8
2009,2,sepang,raikkonen,ferrari,9
2009,2,sepang,alonso,renault,10
2009,2,sepang,heidfeld,bmw_sauber,11
2009,2,sepang,nakajima,williams,12
2009,2,sepang,hamilton,mclaren,13
2009,2,sepang,kovalainen,mclaren,14
2009,2,sepang,bourdais,toro_rosso,15
2009,2,sepang,massa,ferrari,16
2009,2,sepang,piquet_jr,renault,17
2009,2,sepang,fisichella,force_india,18
2009,2,sepang,sutil,force_india,19
2009,2,sepang,buemi,toro_rosso,20
2009,3,shanghai,vettel,red_bull,1
2009,3,shanghai,alonso,renault,2
2009,3,shanghai,webber,red_bull,3
2009,3,shanghai,barrichello,brawn,4
2009,3,shanghai,button,brawn,5
2009,3,shanghai,trulli,toyota,6
2009,3,shanghai,rosberg,williams,7
2009,3,shanghai,raikkonen,ferrari,8
2009,3,shanghai,hamilton,mclaren,9
2009,3,shanghai,buemi,toro_rosso,10
2009,3,shanghai,heidfeld,bmw_sauber,11
2009,3,shanghai,kovalainen,mclaren,12
2009,3,shanghai,massa,ferrari,13
2009,3,shanghai,glock,toyota,14
2009,3,shanghai,nakajima,williams,15
2009,3,shanghai,bourdais,toro_rosso,16
2009,3,shanghai,piquet_jr,renault,17
2009,3,shanghai,kubica,bmw_sauber,18
2009,3,shanghai,sutil,force_india,19
2009,3,shanghai,fisichella,force_india,20
2009,4,bahrain,trulli,toyota,1
2009,4,bahrain,glock,toyota,2
2009,4,bahrain,vettel,red_bull,3
2009,4,bahrain,button,brawn,4
2009,4,bahrain,hamilton,mclaren,5
2009,4,bahrain,barrichello,brawn,6
2009,4,bahrain,alonso,renault,7
2009,4,bahrain,massa,ferrari,8
2009,4,bahrain,rosberg,williams,9
2009,4,bahrain,raikkonen,ferrari,10
2009,4,bahrain,kovalainen,mclaren,11
2009,4,bahrain,nakajima,williams,12
2009,4,bahrain,kubica,bmw_sauber,13
2009,4,bahrain,heidfeld,bmw_sauber,14
2009,4,bahrain,piquet_jr,renault,15
2009,4,bahrain,sutil,force_india,16
2009,4,bahrain,buemi,toro_rosso,17
2009,4,bahrain,fisichella,force_india,18
2009,4,bahrain,webber,red_bull,19
2009,4,bahrain,bourdais,toro_rosso,20
2009,5,catalunya,button,brawn,1
2009,5,catalunya,vettel,red_bull,2
2009,5,catalunya,barrichello,brawn,3
2009,5,catalunya,massa,ferrari,4
2009,5,catalunya,webber,red_bull,5
2009,5,catalunya,glock,toyota,6
2009,5,catalunya,trulli,toyota,7
2009,5,catalunya,alonso,renault,8
2009,5,catalunya,rosberg,williams,9
2009,5,catalunya,kubica,bmw_sauber,10
2009,5,catalunya,nakajima,williams,11
2009,5,catalunya,piquet_jr,renault,12
2009,5,catalunya,heidfeld,bmw_sauber,13
2009,5,catalunya,hamilton,mclaren,14
2009,5,catalunya,buemi,toro_rosso,15
2009,5,catalunya,raikkonen,ferrari,16
2009,5,catalunya,bourdais,toro_rosso,17
2009,5,catalunya,kovalainen,mclaren,18
2009,5,catalunya,sutil,force_india,19
2009,5,catalunya,fisichella,force_india,20
2010,1,bahrain,vettel,red_bull,1
2010,1,bahrain,massa,ferrari,2
2010,1,bahrain,alonso,ferrari,3
2010,1,bahrain,hamilton,mclaren,4
2010,1,bahrain,rosberg,mercedes,5
2010,1,bahrain,webber,red_bull,6
2010,1,bahrain,michael_schumacher,mercedes,7
2010,1,bahrain,button,mclaren,8
2010,1,bahrain,kubica,renault,9
2010,1,bahrain,sutil,force_india,10
2010,1,bahrain,barrichello,williams,11
2010,1,bahrain,liuzzi,force_india,12
2010,1,bahrain,hulkenberg,williams,13
2010,1,bahrain,rosa,sauber,14
2010,1,bahrain,buemi,toro_rosso,15
2010,1,bahrain,kobayashi,sauber,16
2010,1,bahrain,petrov,renault,17
2010,1,bahrain,alguersuari,toro_rosso,18
2010,1,bahrain,glock,virgin,19
2010,1,bahrain,trulli,lotus_racing,20
2010,1,bahrain,kovalainen,lotus_racing,21
2010,1,bahrain,grassi,virgin,22
2010,1,bahrain,bruno_senna,hrt,23
2010,1,bahrain,chandhok,hrt,24
2010,2,albert_park,vettel,red_bull,1
2010,2,albert_park,webber,red_bull,2
2010,2,albert_park,alonso,ferrari,3
2010,2,albert_park,button,mclaren,4
2010,2,albert_park,massa,ferrari,5
2010,2,albert_park,rosberg,mercedes,6
2010,2,albert_park,michael_schumacher,mercedes,7
2010,2,albert_park,barrichello,williams,8
2010,2,albert_park,kubica,renault,9
2010,2,albert_park,sutil,force_india,10
2010,2,albert_park,hamilton,mclaren,11
2010,2,albert_park,buemi,toro_rosso,12
2010,2,albert_park,liuzzi,force_india,13
2010,2,albert_park,rosa,sauber,14
2010,2,albert_park,hulkenberg,williams,15
2010,2,albert_park,kobayashi,sauber,16
2010,2,albert_park,alguersuari,toro_rosso,17
2010,2,albert_park,petrov,renault,18
2010,2,albert_park,kovalainen,lotus_racing,19
2010,2,albert_park,trulli,lotus_racing,20
2010,2,albert_park,glock,virgin,21
2010,2,albert_park,grassi,virgin,22
2010,2,albert_park,bruno_senna,hrt,23
2010,2,albert_park,chandhok,hrt,24
2010,3,sepang,webber,red_bull,1
2010,3,sepang,rosberg,mercedes,2
2010,3,sepang,vettel,red_bull,3
2010,3,sepang,sutil,force_india,4
2010,3,sepang,hulkenberg,williams,5
2010,3,sepang,kubica,renault,6
2010,3,sepang,barrichello,williams,7
2010,3,sepang,michael_schumacher,mercedes,8
2010,3,sepang,kobayashi,sauber,9
2010,3,sepang,liuzzi,force_india,10
2010,3,sepang,petrov,renault,11
2010,3,sepang,rosa,sauber,12
2010,3,sepang,buemi,toro_rosso,13
2010,3,sepang,alguersuari,toro_rosso,14
2010,3,sepang,kovalainen,lotus_racing,15
2010,3,sepang,glock,virgin,16
2010,3,sepang,button,mclaren,17
2010,3,sepang,trulli,lotus_racing,18
2010,3,sepang,alonso,ferrari,19
2010,3,sepang,hamilton,mclaren,20
2010,3,sepang,massa,ferrari,21
2010,3,sepang,chandhok,hrt,22
2010,3,sepang,bruno_senna,hrt,23
2010,3,sepang,grassi,virgin,24
2010,4,shanghai,vettel,red_bull,1
2010,4,shanghai,webber,red_bull,2
2010,4,shanghai,alonso,ferrari,3
2010,4,shanghai,rosberg,mercedes,4
2010,4,shanghai,button,mclaren,5
2010,4,shanghai,hamilton,mclaren,6
2010,4,shanghai,massa,ferrari,7
2010,4,shanghai,kubica,renault,8
2010,4,shanghai,michael_schumacher,mercedes,9
2010,4,shanghai,sutil,force_india,10
2010,4,shanghai,barrichello,williams,11
2010,4,shanghai,alguersuari,toro_rosso,12
2010,4,shanghai,buemi,toro_rosso,13
2010,4,shanghai,petrov,renault,14
2010,4,shanghai,kobayashi,sauber,15
2010,4,shanghai,hulkenberg,williams,16
2010,4,shanghai,rosa,sauber,17
2010,4,shanghai,liuzzi,force_india,18
2010,4,shanghai,glock,virgin,19
2010,4,shanghai,trulli,lotus_racing,20
2010,4,shanghai,kovalainen,lotus_racing,21
2010,4,shanghai,grassi,virgin,22
2010,4,shanghai,bruno_senna,hrt,23
2010,4,shanghai,chandhok,hrt,24
2010,5,catalunya,webber,red_bull,1
2010,5,catalunya,vettel,red_bull,2
2010,5,catalunya,hamilton,mclaren,3
2010,5,catalunya,alonso,ferrari,4
2011,1,albert_park,vettel,red_bull,1
2011,1,albert_park,hamilton,mclaren,2
2011,1,albert_park,webber,red_bull,3
2011,1,albert_park,button,mclaren,4
2011,1,albert_park,alonso,ferrari,5
2011,1,albert_park,petrov,renault,6
2011,1,albert_park,rosberg,mercedes,7
2011,1,albert_park,massa,ferrari,8
2011,1,albert_park,kobayashi,sauber,9
2011,1,albert_park,buemi,toro_rosso,10
2011,1,albert_park,michael_schumacher,mercedes,11
2011,1,albert_park,alguersuari,toro_rosso,12
2011,1,albert_park,perez,sauber,13
2011,1,albert_park,resta,force_india,14
2011,1,albert_park,maldonado,williams,15
2011,1,albert_park,sutil,force_india,16
2011,1,albert_park,barrichello,williams,17
2011,1,albert_park,heidfeld,renault,18
2011,1,albert_park,kovalainen,lotus_racing,19
2011,1,albert_park,trulli,lotus_racing,20
2011,1,albert_park,glock,virgin,21
2011,1,albert_park,ambrosio,virgin,22
2011,1,albert_park,liuzzi,hrt,23
2011,1,albert_park,karthikeyan,hrt,24
2011,2,sepang,vettel,red_bull,1
2011,2,sepang,hamilton,mclaren,2
2011,2,sepang,webber,red_bull,3
2011,2,sepang,button,mclaren,4
2011,2,sepang,alonso,ferrari,5
2011,2,sepang,heidfeld,renault,6
2011,2,sepang,massa,ferrari,7
2011,2,sepang,petrov,renault,8
2011,2,sepang,rosberg,mercedes,9
2011,2,sepang,kobayashi,sauber,10
2011,2,sepang,michael_schumacher,mercedes,11
2011,2,sepang,buemi,toro_rosso,12
2011,2,sepang,alguersuari,toro_rosso,13
2011,2,sepang,resta,force_india,14
2011,2,sepang,barrichello,williams,15
2011,2,sepang,perez,sauber,16
2011,2,sepang,sutil,force_india,17
2011,2,sepang,maldonado,williams,18
2011,2,sepang,kovalainen,lotus_racing,19
2011,2,sepang,trulli,lotus_racing,20
2011,2,sepang,glock,virgin,21
2011,2,sepang,ambrosio,virgin,22
2011,2,sepang,liuzzi,hrt,23
2011,2,sepang,karthikeyan,hrt,24
2011,3,shanghai,vettel,red_bull,1
2011,3,shanghai,button,mclaren,2
2011,3,shanghai,hamilton,mclaren,3
2011,3,shanghai,rosberg,mercedes,4
2011,3,shanghai,alonso,ferrari,5
2011,3,shanghai,massa,ferrari,6
2011,3,shanghai,alguersuari,toro_rosso,7
2011,3,shanghai,resta,force_india,8
2011,3,shanghai,buemi,toro_rosso,9
2011,3,shanghai,petrov,renault,10
2011,3,shanghai,sutil,force_india,11
2011,3,shanghai,perez,sauber,12
2011,3,shanghai,kobayashi,sauber,13
2011,3,shanghai,michael_schumacher,mercedes,14
2011,3,shanghai,barrichello,williams,15
2011,3,shanghai,heidfeld,renault,16
2011,3,shanghai,maldonado,williams,17
2011,3,shanghai,webber,red_bull,18
2011,3,shanghai,kovalainen,lotus_racing,19
2011,3,shanghai,trulli,lotus_racing,20
2011,3,shanghai,ambrosio,virgin,21
2011,3,shanghai,glock,virgin,22
2011,3,shanghai,liuzzi,hrt,23
2011,3,shanghai,karthikeyan,hrt,24
2011,4,istanbul,vettel,red_bull,1
2011,4,istanbul,webber,red_bull,2
2011,4,istanbul,rosberg,mercedes,3
2011,4,istanbul,hamilton,mclaren,4
2011,4,istanbul,alonso,ferrari,5
2011,4,istanbul,button,mclaren,6
2011,4,istanbul,petrov,renault,7
2011,4,istanbul,michael_schumacher,mercedes,8
2011,4,istanbul,heidfeld,renault,9
2011,4,istanbul,massa,ferrari,10
2011,4,istanbul,barrichello,williams,11
2011,4,istanbul,sutil,force_india,12
2011,4,istanbul,resta,force_india,13
2011,4,istanbul,maldonado,williams,14
2011,4,istanbul,perez,sauber,15
2011,4,istanbul,buemi,toro_rosso,16
2011,4,istanbul,alguersuari,toro_rosso,17
2011,4,istanbul,kovalainen,lotus_racing,18
2011,4,istanbul,trulli,lotus_racing,19
2011,4,istanbul,ambrosio,virgin,20
2011,4,istanbul,liuzzi,hrt,21
2011,4,istanbul,glock,virgin,22
2011,4,istanbul,karthikeyan,hrt,23
2011,5,catalunya,webber,red_bull,1
2011,5,catalunya,vettel,red_bull,2
2011,5,catalunya,hamilton,mclaren,3
2011,5,catalunya,alonso,ferrari,4
2011,5,catalunya,button,mclaren,5
2012,1,albert_park,hamilton,mclaren,1
2012,1,albert_park,button,mclaren,2
2012,1,albert_park,grosjean,lotus_f1,3
2012,1,albert_park,michael_schumacher,mercedes,4
2012,1,albert_park,webber,red_bull,5
2012,1,albert_park,vettel,red_bull,6
2012,1,albert_park,rosberg,mercedes,7
2012,1,albert_park,maldonado,williams,8
2012,1,albert_park,hulkenberg,force_india,9
2012,1,albert_park,ricciardo,toro_rosso,10
2012,1,albert_park,vergne,toro_rosso,11
2012,1,albert_park,alonso,ferrari,12
2012,1,albert_park,kobayashi,sauber,13
2012,1,albert_park,bruno_senna,williams,14
2012,1,albert_park,resta,force_india,15
2012,1,albert_park,massa,ferrari,16
2012,1,albert_park,perez,sauber,17
2012,1,albert_park,raikkonen,lotus_f1,18
2012,1,albert_park,kovalainen,caterham,19
2012,1,albert_park,petrov,caterham,20
2012,1,albert_park,glock,marussia,21
2012,1,albert_park,pic,marussia,22
2012,1,albert_park,rosa,hrt,23
2012,1,albert_park,karthikeyan,hrt,24
2012,2,sepang,hamilton,mclaren,1
2012,2,sepang,button,mclaren,2
2012,2,sepang,michael_schumacher,mercedes,3
2012,2,sepang,webber,red_bull,4
2012,2,sepang,raikkonen,lotus_f1,5
2012,2,sepang,vettel,red_bull,6
2012,2,sepang,grosjean,lotus_f1,7
2012,2,sepang,rosberg,mercedes,8
2012,2,sepang,alonso,ferrari,9
2012,2,sepang,perez,sauber,10
2012,2,sepang,maldonado,williams,11
2012,2,sepang,massa,ferrari,12
2012,2,sepang,bruno_senna,williams,13
2012,2,sepang,resta,force_india,14
2012,2,sepang,ricciardo,toro_rosso,15
2012,2,sepang,hulkenberg,force_india,16
2012,2,sepang,kobayashi,sauber,17
2012,2,sepang,vergne,toro_rosso,18
2012,2,sepang,kovalainen,caterham,19
2012,2,sepang,petrov,caterham,20
2012,2,sepang,glock,marussia,21
2012,2,sepang,pic,marussia,22
2012,2,sepang,rosa,hrt,23
2012,2,sepang,karthikeyan,hrt,24
2012,3,shanghai,rosberg,mercedes,1
2012,3,shanghai,hamilton,mclaren,2
2012,3,shanghai,michael_schumacher,mercedes,3
2012,3,shanghai,kobayashi,sauber,4
2012,3,shanghai,raikkonen,lotus_f1,5
2012,3,shanghai,button,mclaren,6
2012,3,shanghai,webber,red_bull,7
2012,3,shanghai,perez,sauber,8
2012,3,shanghai,alonso,ferrari,9
2012,3,shanghai,grosjean,lotus_f1,10
2012,3,shanghai,vettel,red_bull,11
2012,3,shanghai,massa,ferrari,12
2012,3,shanghai,maldonado,williams,13
2012,3,shanghai,bruno_senna,williams,14
2012,3,shanghai,resta,force_india,15
2012,3,shanghai,hulkenberg,force_india,16
2012,3,shanghai,ricciardo,toro_rosso,17
2012,3,shanghai,vergne,toro_rosso,18
2012,3,shanghai,kovalainen,caterham,19
2012,3,shanghai,petrov,caterham,20
2012,3,shanghai,glock,marussia,21
2012,3,shanghai,pic,marussia,22
2012,3,shanghai,rosa,hrt,23
2012,3,shanghai,karthikeyan,hrt,24
2012,4,bahrain,vettel,red_bull,1
2012,4,bahrain,hamilton,mclaren,2
2012,4,bahrain,webber,red_bull,3
2012,4,bahrain,button,mclaren,4
2012,4,bahrain,rosberg,mercedes,5
2012,4,bahrain,ricciardo,toro_rosso,6
2012,4,bahrain,grosjean,lotus_f1,7
2012,4,bahrain,perez,sauber,8
2012,4,bahrain,alonso,ferrari,9
2012,4,bahrain,resta,force_india,10
2012,4,bahrain,raikkonen,lotus_f1,11
2012,4,bahrain,kobayashi,sauber,12
2012,4,bahrain,hulkenberg,force_india,13
2012,4,bahrain,massa,ferrari,14
2012,4,bahrain,bruno_senna,williams,15
2012,4,bahrain,kovalainen,caterham,16
2012,4,bahrain,maldonado,williams,17
2012,4,bahrain,michael_schumacher,mercedes,18
2012,4,bahrain,vergne,toro_rosso,19
2012,4,bahrain,petrov,caterham,20
2012,4,bahrain,pic,marussia,21
2012,4,bahrain,rosa,hrt,22
2012,4,bahrain,glock,marussia,23
2012,4,bahrain,karthikeyan,hrt,24
2012,5,catalunya,hamilton,mclaren,1
2012,5,catalunya,maldonado,williams,2
2012,5,catalunya,alonso,ferrari,3
2012,5,catalunya,grosjean,lotus_f1,4
2013,1,albert_park,vettel,red_bull,1
2013,1,albert_park,webber,red_bull,2
2013,1,albert_park,hamilton,mercedes,3
2013,1,albert_park,massa,ferrari,4
2013,1,albert_park,alonso,ferrari,5
2013,1,albert_park,rosberg,mercedes,6
2013,1,albert_park,raikkonen,lotus_f1,7
2013,1,albert_park,grosjean,lotus_f1,8
2013,1,albert_park,resta,force_india,9
2013,1,albert_park,button,mclaren,10
2013,1,albert_park,hulkenberg,sauber,11
2013,1,albert_park,sutil,force_india,12
2013,1,albert_park,vergne,toro_rosso,13
2013,1,albert_park,ricciardo,toro_rosso,14
2013,1,albert_park,perez,mclaren,15
2013,1,albert_park,bottas,williams,16
2013,1,albert_park,maldonado,williams,17
2013,1,albert_park,gutierrez,sauber,18
2013,1,albert_park,jules_bianchi,marussia,19
2013,1,albert_park,chilton,marussia,20
2013,1,albert_park,garde,caterham,21
2013,1,albert_park,pic,caterham,22
2013,2,sepang,vettel,red_bull,1
2013,2,sepang,massa,ferrari,2
2013,2,sepang,alonso,ferrari,3
2013,2,sepang,hamilton,mercedes,4
2013,2,sepang,webber,red_bull,5
2013,2,sepang,rosberg,mercedes,6
2013,2,sepang,raikkonen,lotus_f1,7
2013,2,sepang,button,mclaren,8
2013,2,sepang,sutil,force_india,9
2013,2,sepang,perez,mclaren,10
2013,2,sepang,grosjean,lotus_f1,11
2013,2,sepang,hulkenberg,sauber,12
2013,2,sepang,ricciardo,toro_rosso,13
2013,2,sepang,gutierrez,sauber,14
2013,2,sepang,resta,force_india,15
2013,2,sepang,maldonado,williams,16
2013,2,sepang,vergne,toro_rosso,17
2013,2,sepang,bottas,williams,18
2013,2,sepang,jules_bianchi,marussia,19
2013,2,sepang,pic,caterham,20
2013,2,sepang,chilton,marussia,21
2013,2,sepang,garde,caterham,22
2013,3,shanghai,hamilton,mercedes,1
2013,3,shanghai,raikkonen,lotus_f1,2
2013,3,shanghai,alonso,ferrari,3
2013,3,shanghai,rosberg,mercedes,4
2013,3,shanghai,massa,ferrari,5
2013,3,shanghai,grosjean,lotus_f1,6
2013,3,shanghai,ricciardo,toro_rosso,7
2013,3,shanghai,button,mclaren,8
2013,3,shanghai,vettel,red_bull,9
2013,3,shanghai,hulkenberg,sauber,10
2013,3,shanghai,resta,force_india,11
2013,3,shanghai,perez,mclaren,12
2013,3,shanghai,sutil,force_india,13
2013,3,shanghai,webber,red_bull,14
2013,3,shanghai,maldonado,williams,15
2013,3,shanghai,vergne,toro_rosso,16
2013,3,shanghai,bottas,williams,17
2013,3,shanghai,gutierrez,sauber,18
2013,3,shanghai,jules_bianchi,marussia,19
2013,3,shanghai,chilton,marussia,20
2013,3,shanghai,pic,caterham,21
2013,3,shanghai,garde,caterham,22
2013,4,bahrain,rosberg,mercedes,1
2013,4,bahrain,vettel,red_bull,2
2013,4,bahrain,alonso,ferrari,3
2013,4,bahrain,hamilton,mercedes,4
2013,4,bahrain,webber,red_bull,5
2013,4,bahrain,massa,ferrari,6
2013,4,bahrain,resta,force_india,7
2013,4,bahrain,sutil,force_india,8
2013,4,bahrain,raikkonen,lotus_f1,9
2013,4,bahrain,button,mclaren,10
2013,4,bahrain,grosjean,lotus_f1,11
2013,4,bahrain,perez,mclaren,12
2013,4,bahrain,ricciardo,toro_rosso,13
2013,4,bahrain,hulkenberg,sauber,14
2013,4,bahrain,bottas,williams,15
2013,4,bahrain,vergne,toro_rosso,16
2013,4,bahrain,maldonado,williams,17
2013,4,bahrain,gutierrez,sauber,18
2013,4,bahrain,pic,caterham,19
2013,4,bahrain,jules_bianchi,marussia,20
2013,4,bahrain,garde,caterham,21
2013,4,bahrain,chilton,marussia,22
2013,5,catalunya,rosberg,mercedes,1
2013,5,catalunya,hamilton,mercedes,2
2013,5,catalunya,vettel,red_bull,3
2013,5,catalunya,raikkonen,lotus_f1,4
2013,5,catalunya,alonso,ferrari,5
2013,5,catalunya,massa,ferrari,6
2013,5,catalunya,grosjean,lotus_f1,7
2013,5,catalunya,webber,red_bull,8
2013,5,catalunya,perez,mclaren,9
2013,5,catalunya,resta,force_india,10
2013,5,catalunya,ricciardo,toro_rosso,11
2013,5,catalunya,vergne,toro_rosso,12
2014,1,albert_park,hamilton,mercedes,1
2014,1,albert_park,ricciardo,red_bull,2
2014,1,albert_park,rosberg,mercedes,3
2014,1,albert_park,kevin_magnussen,mclaren,4
2014,1,albert_park,alonso,ferrari,5
2014,1,albert_park,vergne,toro_rosso,6
2014,1,albert_park,hulkenberg,force_india,7
2014,1,albert_park,kvyat,toro_rosso,8
2014,1,albert_park,massa,williams,9
2014,1,albert_park,bottas,williams,10
2014,1,albert_park,button,mclaren,11
2014,1,albert_park,raikkonen,ferrari,12
2014,1,albert_park,vettel,red_bull,13
2014,1,albert_park,sutil,sauber,14
2014,1,albert_park,kobayashi,caterham,15
2014,1,albert_park,perez,force_india,16
2014,1,albert_park,chilton,marussia,17
2014,1,albert_park,jules_bianchi,marussia,18
2014,1,albert_park,gutierrez,sauber,19
2014,1,albert_park,ericsson,caterham,20
2014,1,albert_park,grosjean,lotus_f1,21
2014,1,albert_park,maldonado,lotus_f1,22
2014,2,sepang,hamilton,mercedes,1
2014,2,sepang,vettel,red_bull,2
2014,2,sepang,rosberg,mercedes,3
2014,2,sepang,alonso,ferrari,4
2014,2,sepang,ricciardo,red_bull,5
2014,2,sepang,raikkonen,ferrari,6
2014,2,sepang,hulkenberg,force_india,7
2014,2,sepang,kevin_magnussen,mclaren,8
2014,2,sepang,vergne,toro_rosso,9
2014,2,sepang,button,mclaren,10
2014,2,sepang,kvyat,toro_rosso,11
2014,2,sepang,gutierrez,sauber,12
2014,2,sepang,massa,williams,13
2014,2,sepang,perez,force_india,14
2014,2,sepang,bottas,williams,15
2014,2,sepang,grosjean,lotus_f1,16
2014,2,sepang,maldonado,lotus_f1,17
2014,2,sepang,sutil,sauber,18
2014,2,sepang,jules_bianchi,marussia,19
2014,2,sepang,kobayashi,caterham,20
2014,2,sepang,chilton,marussia,21
2014,2,sepang,ericsson,caterham,22
2014,3,bahrain,rosberg,mercedes,1
2014,3,bahrain,hamilton,mercedes,2
2014,3,bahrain,ricciardo,red_bull,3
2014,3,bahrain,bottas,williams,4
2014,3,bahrain,perez,force_india,5
2014,3,bahrain,raikkonen,ferrari,6
2014,3,bahrain,button,mclaren,7
2014,3,bahrain,massa,williams,8
2014,3,bahrain,kevin_magnussen,mclaren,9
2014,3,bahrain,alonso,ferrari,10
2014,3,bahrain,vettel,red_bull,11
2014,3,bahrain,hulkenberg,force_india,12
2014,3,bahrain,kvyat,toro_rosso,13
2014,3,bahrain,vergne,toro_rosso,14
2014,3,bahrain,gutierrez,sauber,15
2014,3,bahrain,grosjean,lotus_f1,16
2014,3,bahrain,maldonado,lotus_f1,17
2014,3,bahrain,sutil,sauber,18
2014,3,bahrain,kobayashi,caterham,19
2014,3,bahrain,jules_bianchi,marussia,20
2014,3,bahrain,ericsson,caterham,21
2014,3,bahrain,chilton,marussia,22
2014,4,shanghai,hamilton,mercedes,1
2014,4,shanghai,ricciardo,red_bull,2
2014,4,shanghai,vettel,red_bull,3
2014,4,shanghai,rosberg,mercedes,4
2014,4,shanghai,alonso,ferrari,5
2014,4,shanghai,massa,williams,6
2014,4,shanghai,bottas,williams,7
2014,4,shanghai,hulkenberg,force_india,8
2014,4,shanghai,vergne,toro_rosso,9
2014,4,shanghai,grosjean,lotus_f1,10
2014,4,shanghai,raikkonen,ferrari,11
2014,4,shanghai,button,mclaren,12
2014,4,shanghai,kvyat,toro_rosso,13
2014,4,shanghai,sutil,sauber,14
2014,4,shanghai,kevin_magnussen,mclaren,15
2014,4,shanghai,perez,force_india,16
2014,4,shanghai,gutierrez,sauber,17
2014,4,shanghai,kobayashi,caterham,18
