year,round,circuit,driver,constructor,quali_position
2014,4,shanghai,jules_bianchi,marussia,19
2014,4,shanghai,ericsson,caterham,20
2014,4,shanghai,chilton,marussia,21
2014,4,shanghai,maldonado,lotus_f1,22
2014,5,catalunya,hamilton,mercedes,1
2014,5,catalunya,rosberg,mercedes,2
2014,5,catalunya,ricciardo,red_bull,3
2014,5,catalunya,bottas,williams,4
2014,5,catalunya,grosjean,lotus_f1,5
2014,5,catalunya,raikkonen,ferrari,6
2014,5,catalunya,alonso,ferrari,7
2014,5,catalunya,button,mclaren,8
2014,5,catalunya,massa,williams,9
2014,5,catalunya,vettel,red_bull,10
2014,5,catalunya,hulkenberg,force_india,11
2014,5,catalunya,perez,force_india,12
2015,1,albert_park,hamilton,mercedes,1
2015,1,albert_park,rosberg,mercedes,2
2015,1,albert_park,massa,williams,3
2015,1,albert_park,vettel,ferrari,4
2015,1,albert_park,raikkonen,ferrari,5
2015,1,albert_park,bottas,williams,6
2015,1,albert_park,ricciardo,red_bull,7
2015,1,albert_park,sainz,toro_rosso,8
2015,1,albert_park,grosjean,lotus_f1,9
2015,1,albert_park,maldonado,lotus_f1,10
2015,1,albert_park,nasr,sauber,11
2015,1,albert_park,max_verstappen,toro_rosso,12
2015,1,albert_park,kvyat,red_bull,13
2015,1,albert_park,hulkenberg,force_india,14
2015,1,albert_park,perez,force_india,15
2015,1,albert_park,ericsson,sauber,16
2015,1,albert_park,button,mclaren,17
2015,1,albert_park,kevin_magnussen,mclaren,18
2015,2,sepang,hamilton,mercedes,1
2015,2,sepang,vettel,ferrari,2
2015,2,sepang,rosberg,mercedes,3
2015,2,sepang,ricciardo,red_bull,4
2015,2,sepang,kvyat,red_bull,5
2015,2,sepang,max_verstappen,toro_rosso,6
2015,2,sepang,massa,williams,7
2015,2,sepang,grosjean,lotus_f1,8
2015,2,sepang,bottas,williams,9
2015,2,sepang,ericsson,sauber,10
2015,2,sepang,raikkonen,ferrari,11
2015,2,sepang,maldonado,lotus_f1,12
2015,2,sepang,hulkenberg,force_india,13
2015,2,sepang,perez,force_india,14
2015,2,sepang,sainz,toro_rosso,15
2015,2,sepang,nasr,sauber,16
2015,2,sepang,button,mclaren,17
2015,2,sepang,alonso,mclaren,18
2015,2,sepang,merhi,manor,19
2015,3,shanghai,hamilton,mercedes,1
2015,3,shanghai,rosberg,mercedes,2
2015,3,shanghai,vettel,ferrari,3
2015,3,shanghai,massa,williams,4
2015,3,shanghai,bottas,williams,5
2015,3,shanghai,raikkonen,ferrari,6
2015,3,shanghai,ricciardo,red_bull,7
2015,3,shanghai,grosjean,lotus_f1,8
2015,3,shanghai,nasr,sauber,9
2015,3,shanghai,ericsson,sauber,10
2015,3,shanghai,maldonado,lotus_f1,11
2015,3,shanghai,kvyat,red_bull,12
2015,3,shanghai,max_verstappen,toro_rosso,13
2015,3,shanghai,sainz,toro_rosso,14
2015,3,shanghai,perez,force_india,15
2015,3,shanghai,hulkenberg,force_india,16
2015,3,shanghai,button,mclaren,17
2015,3,shanghai,alonso,mclaren,18
2015,3,shanghai,stevens,manor,19
2015,3,shanghai,merhi,manor,20
2015,4,bahrain,hamilton,mercedes,1
2015,4,bahrain,vettel,ferrari,2
2015,4,bahrain,rosberg,mercedes,3
2015,4,bahrain,raikkonen,ferrari,4
2015,4,bahrain,bottas,williams,5
2015,4,bahrain,massa,williams,6
2015,4,bahrain,ricciardo,red_bull,7
2015,4,bahrain,hulkenberg,force_india,8
2015,4,bahrain,sainz,toro_rosso,9
2015,4,bahrain,grosjean,lotus_f1,10
2015,4,bahrain,perez,force_india,11
2015,4,bahrain,nasr,sauber,12
2015,4,bahrain,ericsson,sauber,13
2015,4,bahrain,alonso,mclaren,14
2015,4,bahrain,max_verstappen,toro_rosso,15
2015,4,bahrain,maldonado,lotus_f1,16
2015,4,bahrain,kvyat,red_bull,17
2015,4,bahrain,stevens,manor,18
2015,4,bahrain,merhi,manor,19
2015,5,catalunya,rosberg,mercedes,1
2015,5,catalunya,hamilton,mercedes,2
2015,5,catalunya,vettel,ferrari,3
2015,5,catalunya,bottas,williams,4
2015,5,catalunya,sainz,toro_rosso,5
2015,5,catalunya,max_verstappen,toro_rosso,6
2015,5,catalunya,raikkonen,ferrari,7
2015,5,catalunya,kvyat,red_bull,8
2015,5,catalunya,massa,williams,9
2015,5,catalunya,ricciardo,red_bull,10
2015,5,catalunya,grosjean,lotus_f1,11
2015,5,catalunya,maldonado,lotus_f1,12
2015,5,catalunya,alonso,mclaren,13
2015,5,catalunya,button,mclaren,14
2015,5,catalunya,nasr,sauber,15
2015,5,catalunya,ericsson,sauber,16
2015,5,catalunya,hulkenberg,force_india,17
2015,5,catalunya,perez,force_india,18
2015,5,catalunya,stevens,manor,19
2015,5,catalunya,merhi,manor,20
2015,6,monaco,hamilton,mercedes,1
2015,6,monaco,rosberg,mercedes,2
2015,6,monaco,vettel,ferrari,3
2015,6,monaco,ricciardo,red_bull,4
2016,1,albert_park,hamilton,mercedes,1
2016,1,albert_park,rosberg,mercedes,2
2016,1,albert_park,vettel,ferrari,3
2016,1,albert_park,raikkonen,ferrari,4
2016,1,albert_park,max_verstappen,toro_rosso,5
2016,1,albert_park,massa,williams,6
2016,1,albert_park,sainz,toro_rosso,7
2016,1,albert_park,ricciardo,red_bull,8
2016,1,albert_park,perez,force_india,9
2016,1,albert_park,hulkenberg,force_india,10
2016,1,albert_park,bottas,williams,11
2016,1,albert_park,alonso,mclaren,12
2016,1,albert_park,button,mclaren,13
2016,1,albert_park,jolyon_palmer,renault,14
2016,1,albert_park,kevin_magnussen,renault,15
2016,1,albert_park,ericsson,sauber,16
2016,1,albert_park,nasr,sauber,17
2016,1,albert_park,kvyat,red_bull,18
2016,1,albert_park,grosjean,haas,19
2016,1,albert_park,gutierrez,haas,20
2016,1,albert_park,haryanto,manor,21
2016,1,albert_park,wehrlein,manor,22
2016,2,bahrain,hamilton,mercedes,1
2016,2,bahrain,rosberg,mercedes,2
2016,2,bahrain,vettel,ferrari,3
2016,2,bahrain,raikkonen,ferrari,4
2016,2,bahrain,ricciardo,red_bull,5
2016,2,bahrain,bottas,williams,6
2016,2,bahrain,massa,williams,7
2016,2,bahrain,hulkenberg,force_india,8
2016,2,bahrain,grosjean,haas,9
2016,2,bahrain,max_verstappen,toro_rosso,10
2016,2,bahrain,sainz,toro_rosso,11
2016,2,bahrain,vandoorne,mclaren,12
2016,2,bahrain,gutierrez,haas,13
2016,2,bahrain,button,mclaren,14
2016,2,bahrain,kvyat,red_bull,15
2016,2,bahrain,wehrlein,manor,16
2016,2,bahrain,ericsson,sauber,17
2016,2,bahrain,perez,force_india,18
2016,2,bahrain,kevin_magnussen,renault,19
2016,2,bahrain,jolyon_palmer,renault,20
2016,2,bahrain,haryanto,manor,21
2016,2,bahrain,nasr,sauber,22
2016,3,shanghai,rosberg,mercedes,1
2016,3,shanghai,ricciardo,red_bull,2
2016,3,shanghai,raikkonen,ferrari,3
2016,3,shanghai,vettel,ferrari,4
2016,3,shanghai,bottas,williams,5
2016,3,shanghai,kvyat,red_bull,6
2016,3,shanghai,perez,force_india,7
2016,3,shanghai,sainz,toro_rosso,8
2016,3,shanghai,max_verstappen,toro_rosso,9
2016,3,shanghai,hulkenberg,force_india,10
2016,3,shanghai,massa,williams,11
2016,3,shanghai,alonso,mclaren,12
2016,3,shanghai,button,mclaren,13
2016,3,shanghai,grosjean,haas,14
2016,3,shanghai,ericsson,sauber,15
2016,3,shanghai,nasr,sauber,16
2016,3,shanghai,kevin_magnussen,renault,17
2016,3,shanghai,gutierrez,haas,18
2016,3,shanghai,jolyon_palmer,renault,19
2016,3,shanghai,haryanto,manor,20
2016,3,shanghai,wehrlein,manor,21
2016,3,shanghai,hamilton,mercedes,22
2016,4,sochi,rosberg,mercedes,1
2016,4,sochi,vettel,ferrari,2
2016,4,sochi,bottas,williams,3
2016,4,sochi,raikkonen,ferrari,4
2016,4,sochi,massa,williams,5
2016,4,sochi,ricciardo,red_bull,6
2016,4,sochi,perez,force_india,7
2016,4,sochi,kvyat,red_bull,8
2016,4,sochi,max_verstappen,toro_rosso,9
2016,4,sochi,hamilton,mercedes,10
2016,4,sochi,sainz,toro_rosso,11
2016,4,sochi,button,mclaren,12
2016,4,sochi,hulkenberg,force_india,13
2016,4,sochi,alonso,mclaren,14
2016,4,sochi,grosjean,haas,15
2016,4,sochi,gutierrez,haas,16
2016,4,sochi,kevin_magnussen,renault,17
2016,4,sochi,jolyon_palmer,renault,18
2016,4,sochi,nasr,sauber,19
2016,4,sochi,wehrlein,manor,20
2016,4,sochi,haryanto,manor,21
2016,4,sochi,ericsson,sauber,22
2016,5,catalunya,hamilton,mercedes,1
2016,5,catalunya,rosberg,mercedes,2
2016,5,catalunya,ricciardo,red_bull,3
2016,5,catalunya,max_verstappen,red_bull,4
2016,5,catalunya,raikkonen,ferrari,5
2016,5,catalunya,vettel,ferrari,6
2016,5,catalunya,bottas,williams,7
2016,5,catalunya,sainz,toro_rosso,8
2016,5,catalunya,perez,force_india,9
2016,5,catalunya,alonso,mclaren,10
2016,5,catalunya,hulkenberg,force_india,11
2016,5,catalunya,button,mclaren,12
2017,1,albert_park,hamilton,mercedes,1
2017,1,albert_park,vettel,ferrari,2
2017,1,albert_park,bottas,mercedes,3
2017,1,albert_park,raikkonen,ferrari,4
2017,1,albert_park,max_verstappen,red_bull,5
2017,1,albert_park,grosjean,haas,6
2017,1,albert_park,massa,williams,7
2017,1,albert_park,sainz,toro_rosso,8
2017,1,albert_park,kvyat,toro_rosso,9
2017,1,albert_park,ricciardo,red_bull,10
2017,1,albert_park,perez,force_india,11
2017,1,albert_park,hulkenberg,renault,12
2017,1,albert_park,alonso,mclaren,13
2017,1,albert_park,ocon,force_india,14
2017,1,albert_park,ericsson,sauber,15
2017,1,albert_park,giovinazzi,sauber,16
2017,1,albert_park,kevin_magnussen,haas,17
2017,1,albert_park,vandoorne,mclaren,18
2017,1,albert_park,stroll,williams,19
2017,1,albert_park,jolyon_palmer,renault,20
2017,2,shanghai,hamilton,mercedes,1
2017,2,shanghai,vettel,ferrari,2
2017,2,shanghai,bottas,mercedes,3
2017,2,shanghai,raikkonen,ferrari,4
2017,2,shanghai,ricciardo,red_bull,5
2017,2,shanghai,massa,williams,6
2017,2,shanghai,hulkenberg,renault,7
2017,2,shanghai,perez,force_india,8
2017,2,shanghai,kvyat,toro_rosso,9
2017,2,shanghai,stroll,williams,10
2017,2,shanghai,sainz,toro_rosso,11
2017,2,shanghai,kevin_magnussen,haas,12
2017,2,shanghai,alonso,mclaren,13
2017,2,shanghai,ericsson,sauber,14
2017,2,shanghai,giovinazzi,sauber,15
2017,2,shanghai,vandoorne,mclaren,16
2017,2,shanghai,grosjean,haas,17
2017,2,shanghai,jolyon_palmer,renault,18
2017,2,shanghai,max_verstappen,red_bull,19
2017,2,shanghai,ocon,force_india,20
2017,3,bahrain,bottas,mercedes,1
2017,3,bahrain,hamilton,mercedes,2
2017,3,bahrain,vettel,ferrari,3
2017,3,bahrain,ricciardo,red_bull,4
2017,3,bahrain,raikkonen,ferrari,5
2017,3,bahrain,max_verstappen,red_bull,6
2017,3,bahrain,hulkenberg,renault,7
2017,3,bahrain,massa,williams,8
2017,3,bahrain,grosjean,haas,9
2017,3,bahrain,jolyon_palmer,renault,10
2017,3,bahrain,kvyat,toro_rosso,11
2017,3,bahrain,stroll,williams,12
2017,3,bahrain,wehrlein,sauber,13
2017,3,bahrain,ocon,force_india,14
2017,3,bahrain,alonso,mclaren,15
2017,3,bahrain,sainz,toro_rosso,16
2017,3,bahrain,vandoorne,mclaren,17
2017,3,bahrain,perez,force_india,18
2017,3,bahrain,ericsson,sauber,19
2017,3,bahrain,kevin_magnussen,haas,20
2017,4,sochi,vettel,ferrari,1
2017,4,sochi,raikkonen,ferrari,2
2017,4,sochi,bottas,mercedes,3
2017,4,sochi,hamilton,mercedes,4
2017,4,sochi,ricciardo,red_bull,5
2017,4,sochi,massa,williams,6
2017,4,sochi,max_verstappen,red_bull,7
2017,4,sochi,hulkenberg,renault,8
2017,4,sochi,perez,force_india,9
2017,4,sochi,ocon,force_india,10
2017,4,sochi,sainz,toro_rosso,11
2017,4,sochi,stroll,williams,12
2017,4,sochi,kvyat,toro_rosso,13
2017,4,sochi,kevin_magnussen,haas,14
2017,4,sochi,alonso,mclaren,15
2017,4,sochi,jolyon_palmer,renault,16
2017,4,sochi,vandoorne,mclaren,17
2017,4,sochi,wehrlein,sauber,18
2017,4,sochi,ericsson,sauber,19
2017,4,sochi,grosjean,haas,20
2017,5,catalunya,hamilton,mercedes,1
2017,5,catalunya,vettel,ferrari,2
2017,5,catalunya,bottas,mercedes,3
2017,5,catalunya,raikkonen,ferrari,4
2017,5,catalunya,max_verstappen,red_bull,5
2017,5,catalunya,ricciardo,red_bull,6
2017,5,catalunya,alonso,mclaren,7
2017,5,catalunya,perez,force_india,8
2017,5,catalunya,massa,williams,9
2017,5,catalunya,ocon,force_india,10
2017,5,catalunya,kevin_magnussen,haas,11
2017,5,catalunya,sainz,toro_rosso,12
2017,5,catalunya,hulkenberg,renault,13
2017,5,catalunya,grosjean,haas,14
2017,5,catalunya,wehrlein,sauber,15
2017,5,catalunya,ericsson,sauber,16
2017,5,catalunya,jolyon_palmer,renault,17
2017,5,catalunya,stroll,williams,18
2017,5,catalunya,vandoorne,mclaren,19
2017,5,catalunya,kvyat,toro_rosso,20
2018,1,albert_park,hamilton,mercedes,1
2018,1,albert_park,raikkonen,ferrari,2
2018,1,albert_park,vettel,ferrari,3
2018,1,albert_park,max_verstappen,red_bull,4
2018,1,albert_park,ricciardo,red_bull,5
2018,1,albert_park,kevin_magnussen,haas,6
2018,1,albert_park,grosjean,haas,7
2018,1,albert_park,hulkenberg,renault,8
2018,1,albert_park,sainz,renault,9
2018,1,albert_park,bottas,mercedes,10
2018,1,albert_park,alonso,mclaren,11
2018,1,albert_park,vandoorne,mclaren,12
2018,1,albert_park,perez,force_india,13
2018,1,albert_park,stroll,williams,14
2018,1,albert_park,ocon,force_india,15
2018,1,albert_park,brendon_hartley,toro_rosso,16
2018,1,albert_park,ericsson,sauber,17
2018,1,albert_park,leclerc,sauber,18
2018,1,albert_park,sirotkin,williams,19
2018,1,albert_park,gasly,toro_rosso,20
2018,2,bahrain,vettel,ferrari,1
2018,2,bahrain,raikkonen,ferrari,2
2018,2,bahrain,bottas,mercedes,3
2018,2,bahrain,hamilton,mercedes,4
2018,2,bahrain,ricciardo,red_bull,5
2018,2,bahrain,gasly,toro_rosso,6
2018,2,bahrain,kevin_magnussen,haas,7
2018,2,bahrain,hulkenberg,renault,8
2018,2,bahrain,ocon,force_india,9
2018,2,bahrain,sainz,renault,10
2018,2,bahrain,brendon_hartley,toro_rosso,11
2018,2,bahrain,perez,force_india,12
2018,2,bahrain,alonso,mclaren,13
2018,2,bahrain,vandoorne,mclaren,14
2018,2,bahrain,max_verstappen,red_bull,15
2018,2,bahrain,grosjean,haas,16
2018,2,bahrain,ericsson,sauber,17
2018,2,bahrain,sirotkin,williams,18
2018,2,bahrain,leclerc,sauber,19
2018,2,bahrain,stroll,williams,20
2018,3,shanghai,vettel,ferrari,1
2018,3,shanghai,raikkonen,ferrari,2
2018,3,shanghai,bottas,mercedes,3
2018,3,shanghai,hamilton,mercedes,4
2018,3,shanghai,max_verstappen,red_bull,5
2018,3,shanghai,ricciardo,red_bull,6
2018,3,shanghai,hulkenberg,renault,7
2018,3,shanghai,perez,force_india,8
2018,3,shanghai,sainz,renault,9
2018,3,shanghai,grosjean,haas,10
2018,3,shanghai,kevin_magnussen,haas,11
2018,3,shanghai,ocon,force_india,12
2018,3,shanghai,alonso,mclaren,13
2018,3,shanghai,vandoorne,mclaren,14
2018,3,shanghai,brendon_hartley,toro_rosso,15
2018,3,shanghai,sirotkin,williams,16
2018,3,shanghai,gasly,toro_rosso,17
2018,3,shanghai,stroll,williams,18
2018,3,shanghai,leclerc,sauber,19
2018,3,shanghai,ericsson,sauber,20
2018,4,baku,vettel,ferrari,1
2018,4,baku,hamilton,mercedes,2
2018,4,baku,bottas,mercedes,3
2018,4,baku,ricciardo,red_bull,4
2018,4,baku,max_verstappen,red_bull,5
2018,4,baku,raikkonen,ferrari,6
2018,4,baku,ocon,force_india,7
2018,4,baku,perez,force_india,8
2018,4,baku,hulkenberg,renault,9
2018,4,baku,sainz,renault,10
2018,4,baku,stroll,williams,11
2018,4,baku,sirotkin,williams,12
2018,4,baku,alonso,mclaren,13
2018,4,baku,leclerc,sauber,14
2018,4,baku,kevin_magnussen,haas,15
2018,4,baku,vandoorne,mclaren,16
2018,4,baku,gasly,toro_rosso,17
2018,4,baku,ericsson,sauber,18
2018,4,baku,brendon_hartley,toro_rosso,19
2018,4,baku,grosjean,haas,20
2018,5,catalunya,hamilton,mercedes,1
2018,5,catalunya,bottas,mercedes,2
2018,5,catalunya,vettel,ferrari,3
2018,5,catalunya,raikkonen,ferrari,4
2018,5,catalunya,max_verstappen,red_bull,5
2018,5,catalunya,ricciardo,red_bull,6
2018,5,catalunya,kevin_magnussen,haas,7
2018,5,catalunya,alonso,mclaren,8
2018,5,catalunya,sainz,renault,9
2018,5,catalunya,grosjean,haas,10
2018,5,catalunya,vandoorne,mclaren,11
2018,5,catalunya,gasly,toro_rosso,12
2018,5,catalunya,ocon,force_india,13
2018,5,catalunya,leclerc,sauber,14
2018,5,catalunya,perez,force_india,15
2018,5,catalunya,hulkenberg,renault,16
2018,5,catalunya,ericsson,sauber,17
2018,5,catalunya,sirotkin,williams,18
2018,5,catalunya,stroll,williams,19
2018,5,catalunya,brendon_hartley,toro_rosso,20
2019,1,albert_park,hamilton,mercedes,1
2019,1,albert_park,bottas,mercedes,2
2019,1,albert_park,vettel,ferrari,3
2019,1,albert_park,max_verstappen,red_bull,4
2019,1,albert_park,leclerc,ferrari,5
2019,1,albert_park,grosjean,haas,6
2019,1,albert_park,kevin_magnussen,haas,7
2019,1,albert_park,norris,mclaren,8
2019,1,albert_park,raikkonen,alfa,9
2019,1,albert_park,perez,racing_point,10
2019,1,albert_park,hulkenberg,renault,11
2019,1,albert_park,ricciardo,renault,12
2019,1,albert_park,albon,toro_rosso,13
2019,1,albert_park,giovinazzi,alfa,14
2019,1,albert_park,kvyat,toro_rosso,15
2019,1,albert_park,stroll,racing_point,16
2019,1,albert_park,gasly,red_bull,17
2019,1,albert_park,sainz,mclaren,18
2019,1,albert_park,russell,williams,19
2019,1,albert_park,kubica,williams,20
2019,2,bahrain,leclerc,ferrari,1
2019,2,bahrain,vettel,ferrari,2
2019,2,bahrain,hamilton,mercedes,3
2019,2,bahrain,bottas,mercedes,4
2019,2,bahrain,max_verstappen,red_bull,5
2019,2,bahrain,kevin_magnussen,haas,6
2019,2,bahrain,sainz,mclaren,7
2019,2,bahrain,grosjean,haas,8
2019,2,bahrain,raikkonen,alfa,9
2019,2,bahrain,norris,mclaren,10
2019,2,bahrain,ricciardo,renault,11
2019,2,bahrain,albon,toro_rosso,12
2019,2,bahrain,gasly,red_bull,13
2019,2,bahrain,perez,racing_point,14
2019,2,bahrain,kvyat,toro_rosso,15
2019,2,bahrain,giovinazzi,alfa,16
2019,2,bahrain,hulkenberg,renault,17
2019,2,bahrain,stroll,racing_point,18
2019,2,bahrain,russell,williams,19
2019,2,bahrain,kubica,williams,20
2019,3,shanghai,bottas,mercedes,1
2019,3,shanghai,hamilton,mercedes,2
2019,3,shanghai,vettel,ferrari,3
2019,3,shanghai,leclerc,ferrari,4
2019,3,shanghai,max_verstappen,red_bull,5
2019,3,shanghai,gasly,red_bull,6
2019,3,shanghai,ricciardo,renault,7
2019,3,shanghai,hulkenberg,renault,8
2019,3,shanghai,kevin_magnussen,haas,9
2019,3,shanghai,grosjean,haas,10
2019,3,shanghai,kvyat,toro_rosso,11
2019,3,shanghai,perez,racing_point,12
2019,3,shanghai,raikkonen,alfa,13
2019,3,shanghai,sainz,mclaren,14
2019,3,shanghai,norris,mclaren,15
2019,3,shanghai,stroll,racing_point,16
2019,3,shanghai,russell,williams,17
2019,3,shanghai,kubica,williams,18
2019,4,baku,bottas,mercedes,1
2019,4,baku,hamilton,mercedes,2
2019,4,baku,vettel,ferrari,3
2019,4,baku,max_verstappen,red_bull,4
2019,4,baku,perez,racing_point,5
2019,4,baku,kvyat,toro_rosso,6
2019,4,baku,norris,mclaren,7
2019,4,baku,giovinazzi,alfa,8
2019,4,baku,leclerc,ferrari,9
2019,4,baku,sainz,mclaren,10
2019,4,baku,ricciardo,renault,11
2019,4,baku,albon,toro_rosso,12
2019,4,baku,kevin_magnussen,haas,13
2019,4,baku,stroll,racing_point,14
2019,4,baku,grosjean,haas,15
2019,4,baku,hulkenberg,renault,16
2019,4,baku,russell,williams,17
2019,4,baku,kubica,williams,18
2019,4,baku,raikkonen,alfa,19
2019,4,baku,gasly,red_bull,20
2019,5,catalunya,bottas,mercedes,1
2019,5,catalunya,hamilton,mercedes,2
2019,5,catalunya,vettel,ferrari,3
2019,5,catalunya,max_verstappen,red_bull,4
2019,5,catalunya,leclerc,ferrari,5
2019,5,catalunya,gasly,red_bull,6
2019,5,catalunya,grosjean,haas,7
2019,5,catalunya,kevin_magnussen,haas,8
2019,5,catalunya,kvyat,toro_rosso,9
2019,5,catalunya,ricciardo,renault,10
2019,5,catalunya,norris,mclaren,11
2019,5,catalunya,albon,toro_rosso,12
2019,5,catalunya,sainz,mclaren,13
2019,5,catalunya,raikkonen,alfa,14
2019,5,catalunya,perez,racing_point,15
2019,5,catalunya,hulkenberg,renault,16
2019,5,catalunya,stroll,racing_point,17
2019,5,catalunya,giovinazzi,alfa,18
2019,5,catalunya,russell,williams,19
2019,5,catalunya,kubica,williams,20
2019,6,monaco,hamilton,mercedes,1
2019,6,monaco,bottas,mercedes,2
2020,1,red_bull_ring,bottas,mercedes,1
2020,1,red_bull_ring,hamilton,mercedes,2
2020,1,red_bull_ring,max_verstappen,red_bull,3
2020,1,red_bull_ring,norris,mclaren,4
2020,1,red_bull_ring,albon,red_bull,5
2020,1,red_bull_ring,perez,racing_point,6
2020,1,red_bull_ring,leclerc,ferrari,7
2020,1,red_bull_ring,sainz,mclaren,8
2020,1,red_bull_ring,stroll,racing_point,9
2020,1,red_bull_ring,ricciardo,renault,10
2020,1,red_bull_ring,vettel,ferrari,11
2020,1,red_bull_ring,gasly,alphatauri,12
2020,1,red_bull_ring,kvyat,alphatauri,13
2020,1,red_bull_ring,ocon,renault,14
2020,1,red_bull_ring,grosjean,haas,15
2020,1,red_bull_ring,kevin_magnussen,haas,16
2020,1,red_bull_ring,russell,williams,17
2020,1,red_bull_ring,giovinazzi,alfa,18
2020,1,red_bull_ring,raikkonen,alfa,19
2020,1,red_bull_ring,latifi,williams,20
2020,2,red_bull_ring,hamilton,mercedes,1
2020,2,red_bull_ring,max_verstappen,red_bull,2
2020,2,red_bull_ring,sainz,mclaren,3
2020,2,red_bull_ring,bottas,mercedes,4
2020,2,red_bull_ring,ocon,renault,5
2020,2,red_bull_ring,norris,mclaren,6
2020,2,red_bull_ring,albon,red_bull,7
2020,2,red_bull_ring,gasly,alphatauri,8
2020,2,red_bull_ring,ricciardo,renault,9
2020,2,red_bull_ring,vettel,ferrari,10
2020,2,red_bull_ring,leclerc,ferrari,11
2020,2,red_bull_ring,russell,williams,12
2020,2,red_bull_ring,stroll,racing_point,13
2020,2,red_bull_ring,kvyat,alphatauri,14
2020,2,red_bull_ring,kevin_magnussen,haas,15
2020,2,red_bull_ring,raikkonen,alfa,16
2020,2,red_bull_ring,perez,racing_point,17
2020,2,red_bull_ring,latifi,williams,18
2020,2,red_bull_ring,giovinazzi,alfa,19
2020,2,red_bull_ring,grosjean,haas,20
2020,3,hungaroring,hamilton,mercedes,1
2020,3,hungaroring,bottas,mercedes,2
2020,3,hungaroring,stroll,racing_point,3
2020,3,hungaroring,perez,racing_point,4
2020,3,hungaroring,vettel,ferrari,5
2020,3,hungaroring,leclerc,ferrari,6
2020,3,hungaroring,max_verstappen,red_bull,7
2020,3,hungaroring,norris,mclaren,8
2020,3,hungaroring,sainz,mclaren,9
2020,3,hungaroring,gasly,alphatauri,10
2020,3,hungaroring,ricciardo,renault,11
2020,3,hungaroring,russell,williams,12
2020,3,hungaroring,albon,red_bull,13
2020,3,hungaroring,ocon,renault,14
2020,3,hungaroring,latifi,williams,15
2020,3,hungaroring,kevin_magnussen,haas,16
2020,3,hungaroring,kvyat,alphatauri,17
2020,3,hungaroring,grosjean,haas,18
2020,3,hungaroring,giovinazzi,alfa,19
2020,3,hungaroring,raikkonen,alfa,20
2020,4,silverstone,hamilton,mercedes,1
2020,4,silverstone,bottas,mercedes,2
2020,4,silverstone,max_verstappen,red_bull,3
2020,4,silverstone,leclerc,ferrari,4
2020,4,silverstone,norris,mclaren,5
2020,4,silverstone,stroll,racing_point,6
2020,4,silverstone,sainz,mclaren,7
2020,4,silverstone,ricciardo,renault,8
2020,4,silverstone,ocon,renault,9
2020,4,silverstone,vettel,ferrari,10
2020,4,silverstone,gasly,alphatauri,11
2020,4,silverstone,albon,red_bull,12
2020,4,silverstone,hulkenberg,racing_point,13
2020,4,silverstone,kvyat,alphatauri,14
2020,4,silverstone,russell,williams,15
2020,4,silverstone,kevin_magnussen,haas,16
2020,4,silverstone,giovinazzi,alfa,17
2020,4,silverstone,raikkonen,alfa,18
2020,4,silverstone,grosjean,haas,19
2020,4,silverstone,latifi,williams,20
2020,5,silverstone,bottas,mercedes,1
2020,5,silverstone,hamilton,mercedes,2
2020,5,silverstone,hulkenberg,racing_point,3
2020,5,silverstone,max_verstappen,red_bull,4
2020,5,silverstone,ricciardo,renault,5
2020,5,silverstone,stroll,racing_point,6
2020,5,silverstone,gasly,alphatauri,7
2020,5,silverstone,leclerc,ferrari,8
2020,5,silverstone,albon,red_bull,9
2020,5,silverstone,norris,mclaren,10
2020,5,silverstone,ocon,renault,11
2020,5,silverstone,vettel,ferrari,12
2020,5,silverstone,sainz,mclaren,13
2020,5,silverstone,grosjean,haas,14
2020,5,silverstone,russell,williams,15
2020,5,silverstone,kvyat,alphatauri,16
2020,5,silverstone,kevin_magnussen,haas,17
2020,5,silverstone,latifi,williams,18
2020,5,silverstone,giovinazzi,alfa,19
2020,5,silverstone,raikkonen,alfa,20
2021,1,bahrain,max_verstappen,red_bull,1
2021,1,bahrain,hamilton,mercedes,2
2021,1,bahrain,bottas,mercedes,3
2021,1,bahrain,leclerc,ferrari,4
2021,1,bahrain,gasly,alphatauri,5
2021,1,bahrain,ricciardo,mclaren,6
2021,1,bahrain,norris,mclaren,7
2021,1,bahrain,sainz,ferrari,8
2021,1,bahrain,alonso,alpine,9
2021,1,bahrain,stroll,aston_martin,10
2021,1,bahrain,perez,red_bull,11
2021,1,bahrain,giovinazzi,alfa,12
2021,1,bahrain,tsunoda,alphatauri,13
2021,1,bahrain,raikkonen,alfa,14
2021,1,bahrain,russell,williams,15
2021,1,bahrain,ocon,alpine,16
2021,1,bahrain,latifi,williams,17
2021,1,bahrain,vettel,aston_martin,18
2021,1,bahrain,mick_schumacher,haas,19
2021,1,bahrain,mazepin,haas,20
2021,2,imola,hamilton,mercedes,1
2021,2,imola,perez,red_bull,2
2021,2,imola,max_verstappen,red_bull,3
2021,2,imola,leclerc,ferrari,4
2021,2,imola,gasly,alphatauri,5
2021,2,imola,ricciardo,mclaren,6
2021,2,imola,norris,mclaren,7
2021,2,imola,bottas,mercedes,8
2021,2,imola,ocon,alpine,9
2021,2,imola,stroll,aston_martin,10
2021,2,imola,sainz,ferrari,11
2021,2,imola,russell,williams,12
2021,2,imola,vettel,aston_martin,13
2021,2,imola,latifi,williams,14
2021,2,imola,alonso,alpine,15
2021,2,imola,raikkonen,alfa,16
